     gen-CN num,  Pt bond length,  0.1301,  0.1305,  0.1973,  0.0000, -1.5285,  0.1955,  0.0000, -1.5141
     gen-CN num,    surface curv,  0.1301,  0.1302,  0.1982,  0.2331, -1.5377,  0.1973,  0.4810, -1.5333
     gen-CN num,      chemSROP11,  0.1300,  0.1304,  0.1973,  0.0425, -1.5283,  0.1954,  0.0366, -1.5136
     gen-CN num,      chemSROP12,  0.1301,  0.1305,  0.1973,  0.0000, -1.5286,  0.1955,  0.0029, -1.5142
     gen-CN num,      chemSROP22,  0.1301,  0.1305,  0.1973,  0.0000, -1.5285,  0.1955,  0.0000, -1.5142
     gen-CN num,       gCN-Ni-Ni,  0.1299,  0.1301,  0.1961,  0.0164, -1.5268,  0.1941,  0.0200, -1.5121
     gen-CN num,       gCN-Ni-Pt,  0.1301,  0.1305,  0.1973,  0.0000, -1.5285,  0.1951,  0.0031, -1.5139
     gen-CN num,       gCN-Pt-Ni,  0.1296,  0.1299,  0.1933,  0.0281, -1.5272,  0.1913,  0.0279, -1.5118
     gen-CN num,       gCN-Pt-Pt,  0.1301,  0.1305,  0.1973,  0.0000, -1.5285,  0.1955,  0.0000, -1.5141
     gen-CN num,        gCN-Ni-X,  0.1301,  0.1304,  0.1967,  0.0030, -1.5281,  0.1944,  0.0054, -1.5132
     gen-CN num,        gCN-Pt-X,  0.1301,  0.1305,  0.1973,  0.0000, -1.5285,  0.1955,  0.0000, -1.5141
     gen-CN num,           CN-Pt,  0.1297,  0.1302,  0.1909,  0.0078, -1.5398,  0.1902,  0.0064, -1.5235
     gen-CN num,  exp neg strain,  0.1157,  0.1157,  0.1980,  1.0358, -2.5616,  0.1957,  1.0707, -2.5777
     gen-CN num,          strain,  0.1301,  0.1305,  0.1973,  0.0000, -1.5286,  0.1955,  0.0000, -1.5141
     gen-CN num,  inverse strain,  0.1301,  0.1305,  0.1973,  0.0000, -1.5285,  0.1955,  0.0000, -1.5141
     surface CN,           CN-Ni,  0.2607,  0.2553,  0.0684,  0.0279, -0.6226,  0.0660,  0.0287, -0.6050
     surface CN, mean CN of NN Ni,  0.2585,  0.2527,  0.0670,  0.0099, -0.6454,  0.0640,  0.0103, -0.6272
     surface CN, rms CN of NN Ni,  0.2586,  0.2528,  0.0671,  0.0097, -0.6450,  0.0640,  0.0102, -0.6268
     surface CN, sub surface Ni num,  0.2436,  0.2394,  0.0605,  0.1321, -0.6205,  0.0571,  0.1282, -0.5964
     surface CN,             BOO,  0.2632,  0.2580,  0.0688,  0.0000, -0.5894,  0.0668,  0.0000, -0.5725
     surface CN,  Pt bond length,  0.2632,  0.2580,  0.0688,  0.0000, -0.5896,  0.0668,  0.0000, -0.5725
     surface CN,    surface curv,  0.2632,  0.2580,  0.0688,  0.0000, -0.5895,  0.0668,  0.0000, -0.5725
     surface CN,      chemSROP11,  0.2631,  0.2578,  0.0690,  0.0667, -0.5900,  0.0670,  0.0720, -0.5727
     surface CN,      chemSROP12,  0.2632,  0.2580,  0.0688,  0.0000, -0.5896,  0.0668,  0.0000, -0.5725
     surface CN,      chemSROP22,  0.2632,  0.2580,  0.0688,  0.0000, -0.5895,  0.0668,  0.0000, -0.5725
     surface CN,       gCN-Ni-Ni,  0.2582,  0.2534,  0.0691,  0.1005, -0.6243,  0.0661,  0.0971, -0.6013
     surface CN,       gCN-Ni-Pt,  0.2583,  0.2526,  0.0675,  0.0731, -0.6362,  0.0652,  0.0756, -0.6205
     surface CN,       gCN-Pt-Ni,  0.2451,  0.2397,  0.0626,  0.2025, -0.7330,  0.0606,  0.2005, -0.7157
     surface CN,       gCN-Pt-Pt,  0.2405,  0.2371,  0.0497,  0.0705, -0.8152,  0.0510,  0.0675, -0.8006
     surface CN,        gCN-Ni-X,  0.2574,  0.2521,  0.0681,  0.0497, -0.6385,  0.0654,  0.0500, -0.6191
     surface CN,        gCN-Pt-X,  0.2192,  0.2164,  0.0380,  0.1022, -0.9894,  0.0405,  0.0993, -0.9788
     surface CN,           CN-Pt,  0.2258,  0.2228,  0.0290,  0.0871, -0.9928,  0.0310,  0.0844, -0.9779
     surface CN,  exp neg strain,  0.2559,  0.2499,  0.0715,  1.0714, -1.6651,  0.0693,  1.1419, -1.7162
     surface CN,          strain,  0.2632,  0.2580,  0.0688,  0.0000, -0.5895,  0.0668,  0.0000, -0.5725
     surface CN,  inverse strain,  0.2632,  0.2580,  0.0688,  0.0000, -0.5895,  0.0668,  0.0000, -0.5725
          CN-Ni, mean CN of NN Ni,  0.2742,  0.2678,  0.0014,  0.0105, -0.3601,  0.0000,  0.0116, -0.3564
          CN-Ni, rms CN of NN Ni,  0.2743,  0.2679,  0.0014,  0.0104, -0.3595,  0.0000,  0.0115, -0.3559
          CN-Ni, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
          CN-Ni,             BOO,  0.2763,  0.2707,  0.0328,  0.2418, -0.5590,  0.0341,  0.2154, -0.5264
          CN-Ni,  Pt bond length,  0.2770,  0.2713,  0.0291,  0.0000, -0.3270,  0.0309,  0.0000, -0.3197
          CN-Ni,    surface curv,  0.2770,  0.2713,  0.0291,  0.0000, -0.3270,  0.0309,  0.0000, -0.3197
          CN-Ni,      chemSROP11,  0.2769,  0.2712,  0.0289,  0.0352, -0.3266,  0.0307,  0.0479, -0.3192
          CN-Ni,      chemSROP12,  0.2770,  0.2713,  0.0291,  0.0000, -0.3270,  0.0312,  0.0202, -0.3204
          CN-Ni,      chemSROP22,  0.2770,  0.2713,  0.0291,  0.0000, -0.3270,  0.0309,  0.0000, -0.3197
          CN-Ni,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
          CN-Ni,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
          CN-Ni,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
          CN-Ni,       gCN-Pt-Pt,  0.1807,  0.1787,  0.1801,  0.1848, -1.3266,  0.1833,  0.1839, -1.3208
          CN-Ni,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0000,  0.0530, -0.3370
          CN-Ni,        gCN-Pt-X,  0.1478,  0.1469,  0.1600,  0.1957, -1.5139,  0.1617,  0.1940, -1.5032
          CN-Ni,           CN-Pt,  0.1344,  0.1331,  0.1841,  0.1888, -1.7716,  0.1854,  0.1875, -1.7615
          CN-Ni,  exp neg strain,  0.2721,  0.2657,  0.0245,  0.9048, -1.2196,  0.0254,  0.9737, -1.2786
          CN-Ni,          strain,  0.2770,  0.2713,  0.0291,  0.0000, -0.3270,  0.0309,  0.0000, -0.3197
          CN-Ni,  inverse strain,  0.2770,  0.2713,  0.0291,  0.0000, -0.3270,  0.0309,  0.0000, -0.3197
mean CN of NN Ni, rms CN of NN Ni,  0.2742,  0.2678,  0.0108,  0.0000, -0.3600,  0.0116,  0.0000, -0.3564
mean CN of NN Ni, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
mean CN of NN Ni,             BOO,  0.2737,  0.2674,  0.0113,  0.2146, -0.5651,  0.0120,  0.1809, -0.5289
mean CN of NN Ni,  Pt bond length,  0.2742,  0.2678,  0.0108,  0.0000, -0.3600,  0.0116,  0.0000, -0.3564
mean CN of NN Ni,    surface curv,  0.2742,  0.2678,  0.0108,  0.0000, -0.3600,  0.0116,  0.0000, -0.3564
mean CN of NN Ni,      chemSROP11,  0.2742,  0.2677,  0.0108,  0.0446, -0.3597,  0.0116,  0.0588, -0.3561
mean CN of NN Ni,      chemSROP12,  0.2742,  0.2678,  0.0108,  0.0000, -0.3600,  0.0117,  0.0332, -0.3577
mean CN of NN Ni,      chemSROP22,  0.2742,  0.2678,  0.0108,  0.0000, -0.3600,  0.0116,  0.0011, -0.3565
mean CN of NN Ni,       gCN-Ni-Ni,  0.2729,  0.2668,  0.0076,  0.0604, -0.3598,  0.0088,  0.0550, -0.3562
mean CN of NN Ni,       gCN-Ni-Pt,  0.2736,  0.2673,  0.0062,  0.0430, -0.3612,  0.0075,  0.0381, -0.3575
mean CN of NN Ni,       gCN-Pt-Ni,  0.2595,  0.2538,  0.0006,  0.2150, -0.4758,  0.0017,  0.2072, -0.4685
mean CN of NN Ni,       gCN-Pt-Pt,  0.2076,  0.2046,  0.0319,  0.1334, -1.0802,  0.0317,  0.1300, -1.0594
mean CN of NN Ni,        gCN-Ni-X,  0.2730,  0.2669,  0.0055,  0.0335, -0.3608,  0.0068,  0.0302, -0.3571
mean CN of NN Ni,        gCN-Pt-X,  0.1858,  0.1835,  0.0271,  0.1467, -1.2312,  0.0270,  0.1435, -1.2102
mean CN of NN Ni,           CN-Pt,  0.1904,  0.1868,  0.0273,  0.1278, -1.3124,  0.0274,  0.1259, -1.2967
mean CN of NN Ni,  exp neg strain,  0.2698,  0.2627,  0.0095,  0.8619, -1.2076,  0.0103,  0.9295, -1.2695
mean CN of NN Ni,          strain,  0.2742,  0.2678,  0.0108,  0.0000, -0.3600,  0.0116,  0.0000, -0.3564
mean CN of NN Ni,  inverse strain,  0.2742,  0.2678,  0.0108,  0.0000, -0.3600,  0.0116,  0.0000, -0.3564
rms CN of NN Ni, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
rms CN of NN Ni,             BOO,  0.2738,  0.2675,  0.0112,  0.2156, -0.5655,  0.0118,  0.1819, -0.5294
rms CN of NN Ni,  Pt bond length,  0.2743,  0.2679,  0.0106,  0.0000, -0.3594,  0.0115,  0.0000, -0.3559
rms CN of NN Ni,    surface curv,  0.2743,  0.2679,  0.0106,  0.0000, -0.3594,  0.0115,  0.0000, -0.3559
rms CN of NN Ni,      chemSROP11,  0.2743,  0.2678,  0.0106,  0.0447, -0.3592,  0.0115,  0.0588, -0.3556
rms CN of NN Ni,      chemSROP12,  0.2743,  0.2679,  0.0106,  0.0000, -0.3594,  0.0116,  0.0331, -0.3572
rms CN of NN Ni,      chemSROP22,  0.2743,  0.2679,  0.0106,  0.0000, -0.3594,  0.0115,  0.0010, -0.3560
rms CN of NN Ni,       gCN-Ni-Ni,  0.2730,  0.2669,  0.0074,  0.0609, -0.3590,  0.0086,  0.0553, -0.3555
rms CN of NN Ni,       gCN-Ni-Pt,  0.2737,  0.2674,  0.0059,  0.0444, -0.3604,  0.0072,  0.0392, -0.3568
rms CN of NN Ni,       gCN-Pt-Ni,  0.2595,  0.2538,  0.0005,  0.2160, -0.4754,  0.0016,  0.2080, -0.4682
rms CN of NN Ni,       gCN-Pt-Pt,  0.2071,  0.2042,  0.0320,  0.1344, -1.0868,  0.0319,  0.1310, -1.0660
rms CN of NN Ni,        gCN-Ni-X,  0.2731,  0.2670,  0.0052,  0.0342, -0.3599,  0.0066,  0.0307, -0.3564
rms CN of NN Ni,        gCN-Pt-X,  0.1854,  0.1831,  0.0272,  0.1475, -1.2367,  0.0271,  0.1443, -1.2155
rms CN of NN Ni,           CN-Pt,  0.1899,  0.1863,  0.0274,  0.1286, -1.3194,  0.0275,  0.1267, -1.3035
rms CN of NN Ni,  exp neg strain,  0.2699,  0.2628,  0.0094,  0.8630, -1.2081,  0.0101,  0.9301, -1.2696
rms CN of NN Ni,          strain,  0.2743,  0.2679,  0.0106,  0.0000, -0.3594,  0.0115,  0.0000, -0.3559
rms CN of NN Ni,  inverse strain,  0.2743,  0.2679,  0.0106,  0.0000, -0.3594,  0.0115,  0.0000, -0.3559
sub surface Ni num,             BOO,  0.2567,  0.2517,  0.1453,  0.1705, -0.5247,  0.1430,  0.1091, -0.4576
sub surface Ni num,  Pt bond length,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1428,  0.0000, -0.3549
sub surface Ni num,    surface curv,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1428,  0.0000, -0.3549
sub surface Ni num,      chemSROP11,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1427,  0.0049, -0.3549
sub surface Ni num,      chemSROP12,  0.2571,  0.2518,  0.1452,  0.0289, -0.3649,  0.1438,  0.0563, -0.3563
sub surface Ni num,      chemSROP22,  0.2571,  0.2518,  0.1454,  0.0147, -0.3651,  0.1438,  0.0206, -0.3562
sub surface Ni num,       gCN-Ni-Ni,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1428,  0.0000, -0.3549
sub surface Ni num,       gCN-Ni-Pt,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1428,  0.0000, -0.3549
sub surface Ni num,       gCN-Pt-Ni,  0.2487,  0.2428,  0.1069,  0.1500, -0.4713,  0.1059,  0.1518, -0.4649
sub surface Ni num,       gCN-Pt-Pt,  0.1797,  0.1807,  0.2473,  0.1278, -0.9763,  0.2411,  0.1236, -0.9497
sub surface Ni num,        gCN-Ni-X,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1428,  0.0000, -0.3549
sub surface Ni num,        gCN-Pt-X,  0.1541,  0.1547,  0.2245,  0.1445, -1.1597,  0.2211,  0.1418, -1.1401
sub surface Ni num,           CN-Pt,  0.1648,  0.1644,  0.2166,  0.1222, -1.2095,  0.2128,  0.1200, -1.1896
sub surface Ni num,  exp neg strain,  0.2538,  0.2477,  0.1370,  0.7192, -1.0744,  0.1351,  0.8193, -1.1635
sub surface Ni num,          strain,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1428,  0.0000, -0.3549
sub surface Ni num,  inverse strain,  0.2571,  0.2519,  0.1445,  0.0000, -0.3640,  0.1428,  0.0000, -0.3549
            BOO,  Pt bond length,  0.2794,  0.2741,  0.1114,  0.0000, -0.3951,  0.0870,  0.0000, -0.3627
            BOO,    surface curv,  0.2794,  0.2741,  0.1114,  0.0000, -0.3951,  0.0868,  0.0000, -0.3626
            BOO,      chemSROP11,  0.2793,  0.2740,  0.1164,  0.0507, -0.3996,  0.0901,  0.0602, -0.3653
            BOO,      chemSROP12,  0.2794,  0.2741,  0.1114,  0.0000, -0.3951,  0.0869,  0.0000, -0.3626
            BOO,      chemSROP22,  0.2794,  0.2741,  0.1114,  0.0000, -0.3951,  0.0868,  0.0000, -0.3625
            BOO,       gCN-Ni-Ni,  0.2740,  0.2688,  0.2843,  0.1104, -0.5946,  0.2381,  0.1099, -0.5411
            BOO,       gCN-Ni-Pt,  0.2737,  0.2678,  0.2317,  0.0826, -0.5676,  0.2119,  0.0855, -0.5424
            BOO,       gCN-Pt-Ni,  0.2582,  0.2528,  0.3276,  0.2276, -0.7901,  0.2873,  0.2240, -0.7417
            BOO,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
            BOO,        gCN-Ni-X,  0.2728,  0.2672,  0.2802,  0.0558, -0.6126,  0.2485,  0.0569, -0.5748
            BOO,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
            BOO,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
            BOO,  exp neg strain,  0.2735,  0.2673,  0.1890,  0.9992, -1.4602,  0.1950,  1.0899, -1.5453
            BOO,          strain,  0.2794,  0.2741,  0.1114,  0.0000, -0.3951,  0.0867,  0.0000, -0.3625
            BOO,  inverse strain,  0.2794,  0.2741,  0.1114,  0.0000, -0.3951,  0.0868,  0.0000, -0.3626
 Pt bond length,    surface curv,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
 Pt bond length,      chemSROP11,  0.2795,  0.2741,  0.0000,  0.0466, -0.2902,  0.0000,  0.0584, -0.2806
 Pt bond length,      chemSROP12,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0001, -0.2809
 Pt bond length,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
 Pt bond length,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
 Pt bond length,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
 Pt bond length,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
 Pt bond length,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
 Pt bond length,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0000,  0.0530, -0.3370
 Pt bond length,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
 Pt bond length,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0938, -0.9047
 Pt bond length,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2534,  0.0000,  1.0491, -1.3214
 Pt bond length,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
 Pt bond length,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
   surface curv,      chemSROP11,  0.2795,  0.2741,  0.0000,  0.0466, -0.2902,  0.0000,  0.0584, -0.2806
   surface curv,      chemSROP12,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
   surface curv,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
   surface curv,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
   surface curv,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
   surface curv,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
   surface curv,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
   surface curv,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0000,  0.0530, -0.3370
   surface curv,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
   surface curv,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
   surface curv,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2534,  0.0000,  1.0492, -1.3215
   surface curv,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
   surface curv,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP11,      chemSROP12,  0.2795,  0.2741,  0.0466,  0.0000, -0.2902,  0.0584,  0.0000, -0.2806
     chemSROP11,      chemSROP22,  0.2795,  0.2741,  0.0466,  0.0000, -0.2902,  0.0584,  0.0000, -0.2806
     chemSROP11,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0009,  0.0991, -0.3235,  0.0190,  0.1005, -0.3141
     chemSROP11,       gCN-Ni-Pt,  0.2742,  0.2683,  0.0461,  0.0779, -0.3462,  0.0579,  0.0811, -0.3396
     chemSROP11,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
     chemSROP11,       gCN-Pt-Pt,  0.2489,  0.2465,  0.1156,  0.0815, -0.6470,  0.1127,  0.0778, -0.6227
     chemSROP11,        gCN-Ni-X,  0.2737,  0.2679,  0.0224,  0.0511, -0.3441,  0.0374,  0.0528, -0.3366
     chemSROP11,        gCN-Pt-X,  0.2244,  0.2228,  0.0974,  0.1124, -0.8767,  0.0898,  0.1092, -0.8537
     chemSROP11,           CN-Pt,  0.2284,  0.2261,  0.0915,  0.0962, -0.9267,  0.0848,  0.0939, -0.9053
     chemSROP11,  exp neg strain,  0.2739,  0.2676,  0.0343,  0.9673, -1.2507,  0.0496,  1.0466, -1.3187
     chemSROP11,          strain,  0.2795,  0.2741,  0.0466,  0.0000, -0.2902,  0.0584,  0.0000, -0.2806
     chemSROP11,  inverse strain,  0.2795,  0.2741,  0.0466,  0.0000, -0.2902,  0.0584,  0.0000, -0.2806
     chemSROP12,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP12,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0342,  0.1026, -0.3153
     chemSROP12,       gCN-Ni-Pt,  0.2743,  0.2683,  0.0000,  0.0779, -0.3464,  0.0270,  0.0818, -0.3408
     chemSROP12,       gCN-Pt-Ni,  0.2591,  0.2531,  0.1200,  0.2267, -0.4836,  0.1477,  0.2255, -0.4750
     chemSROP12,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
     chemSROP12,        gCN-Ni-X,  0.2737,  0.2679,  0.0010,  0.0513, -0.3445,  0.0405,  0.0538, -0.3384
     chemSROP12,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
     chemSROP12,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0938, -0.9047
     chemSROP12,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2534,  0.0000,  1.0491, -1.3214
     chemSROP12,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP12,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0094,  0.1022, -0.3150
     chemSROP22,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
     chemSROP22,       gCN-Pt-Ni,  0.2590,  0.2532,  0.0550,  0.2278, -0.4846,  0.0632,  0.2263, -0.4757
     chemSROP22,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6205
     chemSROP22,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0081,  0.0534, -0.3377
     chemSROP22,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
     chemSROP22,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0938, -0.9047
     chemSROP22,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0000,  1.0491, -1.3214
     chemSROP22,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
      gCN-Ni-Ni,       gCN-Ni-Pt,  0.2737,  0.2679,  0.0497,  0.0524, -0.3447,  0.0445,  0.0588, -0.3384
      gCN-Ni-Ni,       gCN-Pt-Ni,  0.2592,  0.2535,  0.0283,  0.2072, -0.4745,  0.0287,  0.2054, -0.4651
      gCN-Ni-Ni,       gCN-Pt-Pt,  0.1901,  0.1906,  0.3980,  0.1605, -1.1265,  0.3981,  0.1566, -1.1019
      gCN-Ni-Ni,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0000,  0.0530, -0.3370
      gCN-Ni-Ni,        gCN-Pt-X,  0.1557,  0.1568,  0.3719,  0.1794, -1.3516,  0.3735,  0.1764, -1.3307
      gCN-Ni-Ni,           CN-Pt,  0.1557,  0.1575,  0.3923,  0.1622, -1.4953,  0.3889,  0.1586, -1.4649
