     gen-CN num,       gCN-Ni-Pt,          CN num,  0.1280,  0.1277,  0.1277,  0.9328,  0.0696,  0.0026, -2.5710,  0.1154,  0.9374,  0.0796, -0.0027, -2.5782
         CN num,      gen-CN num,       gCN-Pt-Ni,  0.4148,  0.5451,  0.6439,  2.4527, -0.1791,  0.1762, -6.0015,  0.7314,  1.9259, -0.3190,  0.2126, -6.2489
         CN num,       gCN-Pt-Ni,      gen-CN num,  0.1270,  0.1268,  0.0716,  0.0078,  0.1209, -1.1804, -1.6375,  0.0819,  0.0123,  0.1088, -0.9508, -1.6463
     gen-CN num,       gCN-Pt-Ni,          CN num,  0.1270,  0.1268,  0.1209,  0.0075,  0.0716, -1.1975, -1.6371,  0.1088,  0.0120,  0.0820, -0.9617, -1.6460
         CN num,      gen-CN num,       gCN-Pt-Pt,  0.1316,  0.1295,  0.2057,  3.1654,  0.0007,  1.0044, -1.9282,  0.2079,  5.0000, -0.0014,  1.1013, -1.9339
         CN num,       gCN-Pt-Pt,      gen-CN num,  0.1278,  0.1274,  0.0694,  1.4947,  0.1310,  0.0034, -3.1312,  0.0797,  1.1225,  0.1200,  0.0061, -2.7616
     gen-CN num,       gCN-Pt-Pt,          CN num,  0.1278,  0.1274,  0.1310,  1.3106,  0.0694,  0.0039, -2.9471,  0.1201,  1.2008,  0.0797,  0.0057, -2.8400
         CN num,      gen-CN num,        gCN-Ni-X,  0.1546,  0.3542,  0.3720,  2.9920, -0.0009,  0.3036, -3.6877,  0.5948,  2.7061, -0.0511,  0.2453, -5.4893
         CN num,        gCN-Ni-X,      gen-CN num,  0.1280,  0.1275,  0.0694,  0.7645,  0.1270, -0.0036, -2.4019,  0.0796,  0.8834,  0.1148, -0.0058, -2.5235
     gen-CN num,        gCN-Ni-X,          CN num,  0.1280,  0.1275,  0.1273,  0.7886,  0.0692, -0.0035, -2.4257,  0.1148,  0.9052,  0.0796, -0.0057, -2.5453
         CN num,      gen-CN num,        gCN-Pt-X,  0.1314,  0.1295,  0.2012,  3.1521,  0.0070,  0.9970, -1.9272,  0.2040,  5.0000,  0.0044,  1.0961, -1.9335
         CN num,        gCN-Pt-X,      gen-CN num,  0.1280,  0.1275,  0.0701,  1.0270,  0.1291,  0.0027, -2.6653,  0.0796,  0.9635,  0.1200,  0.0056, -2.6032
     gen-CN num,        gCN-Pt-X,          CN num,  0.1280,  0.1275,  0.1299,  1.0160,  0.0694,  0.0027, -2.6532,  0.1200,  0.9840,  0.0796,  0.0055, -2.6238
         CN num,      gen-CN num,           CN-Pt,  0.1315,  0.1295,  0.2020,  3.1753,  0.0051,  1.0046, -1.9298,  0.2050,  5.0000,  0.0027,  1.0983, -1.9355
         CN num,           CN-Pt,      gen-CN num,  0.1279,  0.1276,  0.0660,  0.9893,  0.1274, -0.0043, -2.6277,  0.0780,  0.9230,  0.1157, -0.0022, -2.5644
     gen-CN num,           CN-Pt,          CN num,  0.1279,  0.1276,  0.1274,  1.0094,  0.0660, -0.0043, -2.6478,  0.1157,  0.9847,  0.0780, -0.0020, -2.6261
         CN num,      gen-CN num,  exp neg strain,  0.5196,  0.5122,  0.6997,  2.0843,  0.9132,  0.2000, -7.3136,  0.6951,  2.0601,  0.9190,  0.1969, -7.2428
         CN num,  exp neg strain,      gen-CN num,  0.1118,  0.1104,  0.0821,  0.1406,  0.1166, -1.5499, -2.3263,  0.0910,  0.0422,  0.1064, -2.3528, -2.1117
     gen-CN num,  exp neg strain,          CN num,  0.1118,  0.1104,  0.1166,  0.1406,  0.0821, -1.5500, -2.3263,  0.1064,  0.0422,  0.0910, -2.3524, -2.1117
         CN num,      gen-CN num,          strain,  0.5232,  0.5204,  0.7008,  2.0529, -2.7103,  0.1905, -6.4535,  0.6899,  2.1580, -2.6745,  0.1191, -6.6345
         CN num,          strain,      gen-CN num,  0.1116,  0.1103,  0.0821,  0.3540,  0.1168,  5.7977, -2.0198,  0.0910,  0.2816,  0.1065,  7.4312, -1.9512
     gen-CN num,          strain,          CN num,  0.1116,  0.1103,  0.1167,  0.3545,  0.0821,  5.7899, -2.0203,  0.1065,  0.2819,  0.0910,  7.4264, -1.9514
         CN num,      gen-CN num,  inverse strain,  1.0740,  1.1358,  0.8560,  1.2139,  0.0000,  0.1818, -6.7013,  0.8666,  1.1781,  0.0000,  0.1813, -6.7083
         CN num,      surface CN,           CN-Ni,  0.1269,  0.1265,  0.2025,  0.4983, -0.0071,  0.7038, -1.9146,  0.1986,  0.4460, -0.0045,  0.7463, -1.8769
         CN num,           CN-Ni,      surface CN,  0.1304,  0.1299,  0.2035,  0.8870, -0.0275,  0.0078, -2.6524,  0.2005,  0.9224, -0.0240,  0.0038, -2.6806
     surface CN,           CN-Ni,          CN num,  0.1344,  0.1331,  0.0000,  1.3162,  0.1888,  0.0036, -3.0879,  0.0000,  0.9120,  0.1875,  0.0022, -2.6735
         CN num,      surface CN, mean CN of NN Ni,  0.1271,  0.1264,  0.1999,  0.4915,  0.0013,  0.7119, -1.9099,  0.1962,  0.4380,  0.0017,  0.7462, -1.8744
         CN num, mean CN of NN Ni,      surface CN,  0.1305,  0.1300,  0.2030,  0.0162, -0.0271,  9.3798, -1.7770,  0.2003,  0.0079, -0.0238,  6.5305, -1.7641
     surface CN, mean CN of NN Ni,          CN num,  0.1288,  0.1282,  0.0000,  0.0000,  0.1820, -0.7630, -1.7515,  0.0000,  0.0000,  0.1813, -0.7226, -1.7420
         CN num,      surface CN, rms CN of NN Ni,  0.1271,  0.1264,  0.2000,  0.4916,  0.0012,  0.7114, -1.9100,  0.1963,  0.4380,  0.0016,  0.7454, -1.8746
         CN num, rms CN of NN Ni,      surface CN,  0.1305,  0.1300,  0.2030,  0.0162, -0.0271,  8.9387, -1.7770,  0.2003,  0.0079, -0.0238,  40.6416, -1.7641
     surface CN, rms CN of NN Ni,          CN num,  0.1288,  0.1285,  0.0000,  0.0000,  0.1827, -0.8199, -1.7540,  0.0000,  0.0000,  0.1817, -0.6349, -1.7460
         CN num,      surface CN, sub surface Ni num,  0.1224,  0.1220,  0.1919,  0.4730,  0.0483,  0.7094, -1.8618,  0.1890,  0.4135,  0.0472,  0.7150, -1.8313
         CN num, sub surface Ni num,      surface CN,  0.1255,  0.1249,  0.1926,  0.1096, -0.0253, -0.3140, -1.8303,  0.1906,  0.1727, -0.0232, -0.2221, -1.8844
     surface CN, sub surface Ni num,          CN num,  0.1291,  0.1280,  0.0000,  0.0984,  0.1791, -0.3478, -1.8233,  0.0000,  0.1428,  0.1782, -0.2594, -1.8574
         CN num,      surface CN,             BOO,  0.1262,  0.1251,  0.2020,  0.4825, -0.2049,  0.7166, -1.7244,  0.1992,  0.4247, -0.2460,  0.7493, -1.6544
         CN num,             BOO,      surface CN,  0.1294,  0.1281,  0.2030,  3.2356, -0.0259,  5.4687, -1.7982,  0.2011,  1.5581, -0.0224,  3.7396, -1.8230
     surface CN,             BOO,          CN num,  0.1329,  0.1309,  0.0000,  1.6721,  0.1897,  4.0359, -1.8248,  0.0000,  1.2185,  0.1894,  3.0643, -1.8500
         CN num,      surface CN,  Pt bond length,  0.1121,  0.1111,  0.2009,  0.4579, -0.7688,  0.7157,  0.2174,  0.1973,  0.4039, -0.7895,  0.7401,  0.3116
         CN num,  Pt bond length,      surface CN,  0.1747,  0.1694,  0.3087,  1.2415, -0.0893,  0.3419, -2.8128,  0.2986,  1.1691, -0.0881,  0.3439, -2.6963
     surface CN,  Pt bond length,          CN num,  0.2173,  0.2336,  0.1086,  1.1543,  0.0828,  0.2961, -1.8828,  0.1338,  1.1759,  0.0751,  0.4182, -1.8167
         CN num,      surface CN,    surface curv,  0.1266,  0.1261,  0.1974,  0.4564, -0.7775,  0.7607, -1.8632,  0.1946,  0.4299, -0.6976,  0.8217, -1.8340
         CN num,    surface curv,      surface CN,  0.1296,  0.1294,  0.1972,  2.8269, -0.0213,  0.3493, -4.5627,  0.1963,  0.9307, -0.0201,  0.7877, -2.6660
     surface CN,    surface curv,          CN num,  0.1317,  0.1314,  0.0000,  4.9999,  0.1851,  0.2991, -6.7252,  0.0000,  1.4006,  0.1847,  0.8508, -3.1246
         CN num,      surface CN,      chemSROP11,  0.1270,  0.1265,  0.2010,  0.4923,  0.0547,  0.7106, -1.9098,  0.1976,  0.4409,  0.0421,  0.7476, -1.8741
         CN num,      chemSROP11,      surface CN,  0.1305,  0.1296,  0.2020,  0.0452, -0.0267, -1.1539, -1.8106,  0.1997,  0.0087, -0.0237, -3.9394, -1.7671
     surface CN,      chemSROP11,          CN num,  0.1343,  0.1327,  0.0000,  0.0727,  0.1880, -0.8168, -1.8442,  0.0000,  0.0097,  0.1870, -3.8301, -1.7716
         CN num,      surface CN,      chemSROP12,  0.1272,  0.1266,  0.2009,  0.4935, -0.0315,  0.7099, -1.9091,  0.1977,  0.4413, -0.0091,  0.7461, -1.8749
         CN num,      chemSROP12,      surface CN,  0.1307,  0.1300,  0.2025,  1.0461, -0.0271,  0.0285, -2.8132,  0.1998,  1.0530, -0.0238,  0.0052, -2.8106
     surface CN,      chemSROP12,          CN num,  0.1345,  0.1331,  0.0000,  1.3897,  0.1879,  0.0228, -3.1594,  0.0000,  1.0621,  0.1871,  0.0080, -2.8231
         CN num,      surface CN,      chemSROP22,  0.1271,  0.1266,  0.2008,  0.4937, -0.0227,  0.7121, -1.9081,  0.1976,  0.4417, -0.0117,  0.7483, -1.8740
         CN num,      chemSROP22,      surface CN,  0.1305,  0.1300,  0.2018,  1.1863, -0.0267,  0.0185, -2.9493,  0.1997,  1.0553, -0.0237,  0.0095, -2.8124
     surface CN,      chemSROP22,          CN num,  0.1343,  0.1331,  0.0000,  1.4914,  0.1879,  0.0161, -3.2606,  0.0000,  1.0674,  0.1871,  0.0115, -2.8278
         CN num,      surface CN,       gCN-Ni-Ni,  0.1271,  0.1264,  0.1999,  0.4868,  0.0132,  0.7118, -1.9055,  0.1965,  0.4324,  0.0158,  0.7422, -1.8709
         CN num,       gCN-Ni-Ni,      surface CN,  0.1305,  0.1297,  0.2006,  1.0410, -0.0262, -0.0144, -2.8030,  0.1983,  1.6278, -0.0232, -0.0118, -3.3822
     surface CN,       gCN-Ni-Ni,          CN num,  0.1341,  0.1327,  0.0000,  1.4615,  0.1866, -0.0146, -3.2286,  0.0000,  1.4352,  0.1856, -0.0159, -3.1923
         CN num,      surface CN,       gCN-Ni-Pt,  0.1272,  0.1267,  0.2016,  0.4951, -0.0049,  0.7069, -1.9126,  0.1977,  0.4411,  0.0001,  0.7454, -1.8752
         CN num,       gCN-Ni-Pt,      surface CN,  0.1307,  0.1300,  0.2026,  0.9434, -0.0271,  0.0047, -2.7087,  0.1995,  0.9847, -0.0237, -0.0020, -2.7420
     surface CN,       gCN-Ni-Pt,          CN num,  0.1345,  0.1331,  0.0000,  0.9543,  0.1880,  0.0003, -2.7251,  0.0000,  0.7480,  0.1865, -0.0071, -2.5080
         CN num,      surface CN,       gCN-Pt-Ni,  0.1266,  0.1259,  0.1966,  0.4830,  0.0298,  0.7196, -1.8990,  0.1929,  0.4319,  0.0314,  0.7611, -1.8622
         CN num,       gCN-Pt-Ni,      surface CN,  0.1295,  0.1289,  0.1965,  0.0079, -0.0250, -1.2164, -1.7560,  0.1942,  0.0124, -0.0220, -1.0008, -1.7539
     surface CN,       gCN-Pt-Ni,          CN num,  0.1328,  0.1316,  0.0000,  0.0100,  0.1825, -1.1970, -1.7606,  0.0000,  0.0147,  0.1816, -1.0033, -1.7563
         CN num,      surface CN,       gCN-Pt-Pt,  0.1273,  0.1266,  0.2015,  0.4935, -0.0008,  0.7086, -1.9110,  0.1996,  0.4411, -0.0030,  0.7411, -1.8775
         CN num,       gCN-Pt-Pt,      surface CN,  0.1307,  0.1299,  0.2022,  0.9936, -0.0269,  0.0004, -2.7583,  0.2018,  0.9576, -0.0240,  0.0033, -2.7165
     surface CN,       gCN-Pt-Pt,          CN num,  0.1345,  0.1331,  0.0000,  0.9706,  0.1879, -0.0002, -2.7413,  0.0000,  1.1224,  0.1883,  0.0018, -2.8844
         CN num,      surface CN,        gCN-Ni-X,  0.1273,  0.1266,  0.2008,  0.4927,  0.0009,  0.7102, -1.9095,  0.1970,  0.4375,  0.0034,  0.7460, -1.8728
         CN num,        gCN-Ni-X,      surface CN,  0.1307,  0.1299,  0.2016,  0.8123, -0.0267, -0.0020, -2.5762,  0.1987,  0.8678, -0.0234, -0.0056, -2.6235
     surface CN,        gCN-Ni-X,          CN num,  0.1344,  0.1329,  0.0000,  0.0045,  0.1871, -0.4403, -1.7724,  0.0000,  0.7691,  0.1858, -0.0090, -2.5274
         CN num,      surface CN,        gCN-Pt-X,  0.1272,  0.1266,  0.1982,  0.4913,  0.0035,  0.7124, -1.9066,  0.1971,  0.4412,  0.0007,  0.7478, -1.8742
         CN num,        gCN-Pt-X,      surface CN,  0.1306,  0.1300,  0.1986,  0.9988, -0.0265, -0.0042, -2.7602,  0.1992,  1.0044, -0.0237, -0.0008, -2.7615
     surface CN,        gCN-Pt-X,          CN num,  0.1344,  0.1331,  0.0000,  0.7375,  0.1832, -0.0083, -2.5034,  0.0000,  0.8392,  0.1845, -0.0041, -2.5979
         CN num,      surface CN,           CN-Pt,  0.1269,  0.1265,  0.1954,  0.4984,  0.0071,  0.7041, -1.9145,  0.1941,  0.4460,  0.0045,  0.7463, -1.8769
         CN num,           CN-Pt,      surface CN,  0.1304,  0.1299,  0.1967,  1.3087, -0.0275, -0.0051, -3.0735,  0.1970,  1.3042, -0.0240, -0.0027, -3.0622
     surface CN,           CN-Pt,          CN num,  0.1344,  0.1331,  0.0000,  0.8827,  0.1841, -0.0052, -2.6539,  0.0000,  0.9279,  0.1854, -0.0022, -2.6892
         CN num,      surface CN,  exp neg strain,  0.1114,  0.1103,  0.2014,  0.4537,  1.0693,  0.7130, -2.9721,  0.1979,  0.4020,  1.1047,  0.7384, -2.9707
         CN num,  exp neg strain,      surface CN,  0.1307,  0.1300,  0.2020,  0.8953, -0.0268,  31.3203, -1.7645,  0.1998,  0.9518, -0.0238,  45.5210, -1.7576
     surface CN,  exp neg strain,          CN num,  0.1180,  0.1157,  0.0000,  0.1918,  0.1904, -1.3903, -2.5555,  0.0000,  0.0639,  0.1897, -2.0949, -2.2958
         CN num,      surface CN,          strain,  0.1121,  0.1111,  0.2009,  0.4579, -2.1143,  0.7158, -1.8969,  0.1973,  0.4039, -2.1710,  0.7400, -1.8594
         CN num,          strain,      surface CN,  0.1144,  0.1127,  0.2030,  0.3922, -0.0240,  5.3443, -2.1728,  0.2012,  0.3035, -0.0212,  7.0186, -2.0791
     surface CN,          strain,          CN num,  0.1179,  0.1156,  0.0000,  0.3957,  0.1906,  5.4140, -2.1825,  0.0000,  0.3193,  0.1899,  6.8281, -2.0977
         CN num,      surface CN,  inverse strain,  0.1273,  0.1266,  0.2010,  0.4935,  0.0000,  0.7095, -1.9103,  0.1977,  0.4412, -0.0000,  0.7462, -1.8749
         CN num,           CN-Ni, mean CN of NN Ni,  0.1250,  0.1251,  0.1815,  0.3618,  0.0349,  31.8757, -2.0745,  0.1803,  0.3318,  0.0324,  18.3746, -2.0367
         CN num, mean CN of NN Ni,           CN-Ni,  0.1277,  0.1275,  0.1824,  0.0000, -0.0125, -0.8051, -1.7438,  0.1811,  0.0000, -0.0095, -0.8015, -1.7318
          CN-Ni, mean CN of NN Ni,          CN num,  0.1286,  0.1331,  0.0000,  0.0000,  0.1824, -0.9061, -1.7499,  0.0000,  0.0067,  0.1875,  5.5259, -1.7667
         CN num,           CN-Ni, rms CN of NN Ni,  0.1252,  0.1253,  0.1815,  0.3641,  0.0349,  23.0643, -2.0771,  0.1804,  0.3337,  0.0324,  17.9559, -2.0390
         CN num, rms CN of NN Ni,           CN-Ni,  0.1277,  0.1274,  0.1842,  0.0000, -0.0120, -0.8069, -1.7565,  0.1810,  0.0000, -0.0100, -0.8273, -1.7310
          CN-Ni, rms CN of NN Ni,          CN num,  0.1344,  0.1331,  0.0000,  0.0136,  0.1887,  47.2643, -1.7813,  0.0000,  0.0067,  0.1875,  17.2996, -1.7666
         CN num,           CN-Ni, sub surface Ni num,  0.1236,  0.1239,  0.1783,  0.5557,  0.0940,  0.0791, -2.2478,  0.1771,  3.2472,  0.0875,  0.0105, -4.9321
         CN num, sub surface Ni num,           CN-Ni,  0.1235,  0.1237,  0.1785,  0.3739, -0.0374, -0.1990, -2.0684,  0.1773,  0.4756, -0.0334, -0.1543, -2.1608
          CN-Ni, sub surface Ni num,          CN num,  0.1291,  0.1280,  0.0000,  0.0981,  0.1791, -0.3484, -1.8231,  0.0000,  0.1428,  0.1782, -0.2593, -1.8574
         CN num,           CN-Ni,             BOO,  0.1326,  0.1308,  0.1918,  0.8830, -0.2853,  0.0111, -2.4036,  0.1910,  0.9091, -0.3166,  0.0083, -2.3938
         CN num,             BOO,           CN-Ni,  0.1324,  0.1306,  0.1917,  1.3332, -0.0094,  3.3070, -1.8507,  0.1909,  1.1984, -0.0074,  2.8213, -1.8692
          CN-Ni,             BOO,          CN num,  0.1329,  0.1309,  0.0000,  1.6639,  0.1897,  4.0271, -1.8249,  0.0000,  1.2148,  0.1894,  3.0616, -1.8499
         CN num,           CN-Ni,  Pt bond length,  0.1184,  0.1168,  0.1909,  0.7924, -0.8164,  0.0133, -0.3183,  0.1890,  0.9040, -0.8332,  0.0094, -0.3674
         CN num,  Pt bond length,           CN-Ni,  0.2093,  0.2002,  0.3162,  1.3372, -0.0362,  0.4239, -3.1219,  0.3105,  1.3251, -0.0257,  0.3456, -3.2117
          CN-Ni,  Pt bond length,          CN num,  0.1781,  0.1727,  0.0872,  1.1669,  0.1542,  0.4242, -1.9682,  0.0854,  1.1453,  0.1555,  0.3079, -2.0901
         CN num,           CN-Ni,    surface curv,  0.1316,  0.1314,  0.1857,  0.8679, -1.5023,  0.0042, -2.5935,  0.1849,  0.8927, -1.1908,  0.0019, -2.6164
         CN num,    surface curv,           CN-Ni,  0.1317,  0.1314,  0.1858,  4.9997, -0.0037,  0.2966, -6.7261,  0.1850,  1.1195, -0.0017,  1.0601, -2.8440
          CN-Ni,    surface curv,          CN num,  0.1317,  0.1314,  0.0000,  4.9992,  0.1851,  0.2992, -6.7245,  0.0000,  2.5389,  0.1846,  0.4702, -4.2626
         CN num,           CN-Ni,      chemSROP11,  0.1341,  0.1330,  0.1889,  0.8638,  0.0627,  0.0058, -2.6356,  0.1875,  0.9005,  0.0473,  0.0025, -2.6614
         CN num,      chemSROP11,           CN-Ni,  0.1341,  0.1327,  0.1890,  0.0607, -0.0052, -1.0045, -1.8334,  0.1875,  0.0102, -0.0026, -3.7820, -1.7726
          CN-Ni,      chemSROP11,          CN num,  0.1343,  0.1327,  0.0000,  0.0732,  0.1880, -0.8117, -1.8448,  0.0000,  0.0097,  0.1870, -3.8269, -1.7716
         CN num,           CN-Ni,      chemSROP12,  0.1343,  0.1331,  0.1889,  0.8632, -0.0409,  0.0064, -2.6334,  0.1875,  0.8988, -0.0119,  0.0025, -2.6600
         CN num,      chemSROP12,           CN-Ni,  0.1343,  0.1331,  0.1889,  1.2921, -0.0055,  0.0314, -3.0624,  0.1875,  1.0515, -0.0023,  0.0112, -2.8128
          CN-Ni,      chemSROP12,          CN num,  0.1345,  0.1331,  0.0000,  1.4235,  0.1879,  0.0225, -3.1932,  0.0000,  0.9989,  0.1871,  0.0085, -2.7599
         CN num,           CN-Ni,      chemSROP22,  0.1341,  0.1331,  0.1889,  0.8628, -0.0282,  0.0068, -2.6327,  0.1875,  0.9585, -0.0140,  0.0027, -2.7192
         CN num,      chemSROP22,           CN-Ni,  0.1341,  0.1331,  0.1889,  1.3329, -0.0059,  0.0210, -3.1028,  0.1875,  1.2919, -0.0026,  0.0107, -3.0527
          CN-Ni,      chemSROP22,          CN num,  0.1343,  0.1331,  0.0000,  1.2991,  0.1879,  0.0185, -3.0683,  0.0000,  1.0699,  0.1871,  0.0114, -2.8304
         CN num,           CN-Ni,       gCN-Ni-Ni,  0.1306,  0.1304,  0.1885,  4.9998,  0.1230,  0.0094, -6.7574,  0.1870,  4.9996,  0.1056,  0.0075, -6.7480
         CN num,       gCN-Ni-Ni,           CN-Ni,  0.1306,  0.1304,  0.1885,  4.9944, -0.0458, -0.0239, -6.7522,  0.1870,  4.9999, -0.0369, -0.0205, -6.7485
          CN-Ni,       gCN-Ni-Ni,          CN num,  0.1341,  0.1331,  0.0000,  0.7832,  0.1866, -0.0268, -2.5503,  0.0000,  0.0000,  0.1871,  1.6352, -1.7611
         CN num,           CN-Ni,       gCN-Ni-Pt,  0.1334,  0.1320,  0.1867,  0.3588,  0.0776,  0.1601, -2.1161,  0.1852,  0.4969,  0.0801,  0.1017, -2.2451
