         CN num,      gen-CN num,        gCN-Ni-X,  0.1255,  0.1249,  0.0540,  0.0024, -1.1913, -0.1141,  0.0574,  0.0046, -1.2036, -0.1071
         CN num,        gCN-Ni-X,      gen-CN num,  0.1279,  0.1275,  0.0690,  0.1266, -1.6334, -0.0084,  0.0791,  0.1143, -1.6348, -0.0102
     gen-CN num,        gCN-Ni-X,          CN num,  0.1279,  0.1274,  0.1254,  0.0698, -1.6330, -0.0067,  0.1128,  0.0802, -1.6347, -0.0096
         CN num,      gen-CN num,        gCN-Pt-X,  0.2248,  0.2231,  7.6267,  0.1120, -0.8755,  6.4177,  1.6969,  0.1090, -0.8533,  5.0562
         CN num,        gCN-Pt-X,      gen-CN num,  0.1301,  0.1302,  0.1115,  0.1975, -1.5303,  3.3468,  2.0878,  0.1962, -1.5193,  8.3100
     gen-CN num,        gCN-Pt-X,          CN num,  0.1345,  0.1329,  0.2420,  0.1881, -1.7717,  4.9828,  2.5694,  0.1878, -1.7672,  7.9868
         CN num,      gen-CN num,           CN-Pt,  0.2287,  0.2263,  8.3632,  0.0960, -0.9259,  6.5637,  6.2894,  0.0939, -0.9055,  6.4220
         CN num,           CN-Pt,      gen-CN num,  0.1301,  0.1303,  0.7634,  0.1974, -1.5290,  4.7804,  9.6992,  0.1961, -1.5183,  6.1474
     gen-CN num,           CN-Pt,          CN num,  0.1345,  0.1330,  0.3052,  0.1880, -1.7713,  3.7099,  7.9906,  0.1877, -1.7662,  5.5789
         CN num,      gen-CN num,  exp neg strain,  0.1098,  0.1088,  0.0625,  1.0577, -2.2900, -0.1005,  0.0659,  1.0920, -2.3319, -0.0943
         CN num,  exp neg strain,      gen-CN num,  0.1301,  0.1305,  0.9439,  0.1973, -1.5285,  52.4616,  0.9447,  0.1955, -1.5141,  51.7725
     gen-CN num,  exp neg strain,          CN num,  0.1345,  0.1331,  0.9275,  0.1880, -1.7708,  68.7114,  0.9304,  0.1871, -1.7611,  65.9428
         CN num,      gen-CN num,          strain,  0.1255,  0.1250,  0.0541,  0.0000, -1.1906, -0.1142,  0.0575,  0.0000, -1.2019, -0.1074
         CN num,          strain,      gen-CN num,  0.1114,  0.1106,  0.0768,  0.1216, -1.6516,  3.8142,  0.0806,  0.1159, -1.6419,  3.8311
     gen-CN num,          strain,          CN num,  0.1112,  0.1104,  0.1114,  0.0867, -1.6652,  3.3634,  0.0924,  0.1035, -1.6745,  4.2765
         CN num,      gen-CN num,  inverse strain,  0.1255,  0.1250,  0.0541,  0.0000, -1.1906, -0.1142,  0.0575,  0.0000, -1.2019, -0.1074
         CN num,      surface CN,           CN-Ni,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8252,  0.0120
         CN num,           CN-Ni,      surface CN,  0.1345,  0.1331,  0.1888,  0.0000, -1.7737,  0.0017,  0.1872,  0.0000, -1.7617,  0.0003
     surface CN,           CN-Ni,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7708,  16.8405,  0.0000,  0.1871, -1.7611,  9.8331
         CN num,      surface CN, mean CN of NN Ni,  0.1318,  0.1307,  0.2080,  0.0013, -1.8417,  0.0135,  0.2042,  0.0019, -1.8246,  0.0119
         CN num, mean CN of NN Ni,      surface CN,  0.1340,  0.1325,  0.1845,  0.0000, -1.7594, -0.0016,  0.1832,  0.0000, -1.7475, -0.0018
     surface CN, mean CN of NN Ni,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7708,  2.1363,  0.0000,  0.1871, -1.7611,  1.8680
         CN num,      surface CN, rms CN of NN Ni,  0.1318,  0.1308,  0.2081,  0.0012, -1.8417,  0.0135,  0.2043,  0.0018, -1.8246,  0.0119
         CN num, rms CN of NN Ni,      surface CN,  0.1341,  0.1326,  0.1846,  0.0000, -1.7599, -0.0016,  0.1833,  0.0000, -1.7480, -0.0017
     surface CN, rms CN of NN Ni,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7708,  2.1837,  0.0000,  0.1871, -1.7611,  1.9014
         CN num,      surface CN, sub surface Ni num,  0.1269,  0.1260,  0.1992,  0.0499, -1.7937,  0.0135,  0.1967,  0.0498, -1.7784,  0.0125
         CN num, sub surface Ni num,      surface CN,  0.1287,  0.1277,  0.1770,  0.0000, -1.7116, -0.0344,  0.1762,  0.0000, -1.7016, -0.0333
     surface CN, sub surface Ni num,          CN num,  0.1315,  0.1304,  0.0016,  0.1816, -1.7393, -1.0293,  0.0015,  0.1809, -1.7297, -1.0307
         CN num,      surface CN,             BOO,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8251,  0.0120
         CN num,             BOO,      surface CN,  0.1336,  0.1316,  0.2146,  0.0000, -1.7802,  0.1343,  0.2212,  0.0000, -1.7744,  0.1681
     surface CN,             BOO,          CN num,  0.1343,  0.1329,  9.8731,  0.1882, -1.7740,  12.0421,  1.9020,  0.1873, -1.7664,  8.6572
         CN num,      surface CN,  Pt bond length,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8252,  0.0120
         CN num,  Pt bond length,      surface CN,  0.2632,  0.2580,  0.9913,  0.0688, -0.5895,  9.8777,  0.9899,  0.0668, -0.5725,  11.0887
     surface CN,  Pt bond length,          CN num,  0.1345,  0.1331,  0.9378,  0.1880, -1.7708,  70.5670,  0.9418,  0.1871, -1.7611,  67.3414
         CN num,      surface CN,    surface curv,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8251,  0.0120
         CN num,    surface curv,      surface CN,  0.1323,  0.1317,  0.1883,  0.0000, -1.7544,  0.8814,  0.1873,  0.0000, -1.7468,  0.7258
     surface CN,    surface curv,          CN num,  0.1345,  0.1331,  0.0001,  0.1880, -1.7713,  25.7654,  0.0000,  0.1871, -1.7611,  23.0618
         CN num,      surface CN,      chemSROP11,  0.1318,  0.1309,  0.2091,  0.0548, -1.8413,  0.0135,  0.2058,  0.0421, -1.8243,  0.0119
         CN num,      chemSROP11,      surface CN,  0.1343,  0.1330,  0.1880,  0.0000, -1.7711, -0.0435,  0.1871,  0.0000, -1.7610, -0.0331
     surface CN,      chemSROP11,          CN num,  0.1345,  0.1329,  0.0000,  0.1880, -1.7715, -6.9597,  0.0002,  0.1870, -1.7617, -6.6156
         CN num,      surface CN,      chemSROP12,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8251,  0.0120
         CN num,      chemSROP12,      surface CN,  0.1344,  0.1331,  0.1880,  0.0000, -1.7702,  0.0301,  0.1871,  0.0000, -1.7610,  0.0138
     surface CN,      chemSROP12,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7710,  10.3389,  0.0000,  0.1871, -1.7612,  1.3839
         CN num,      surface CN,      chemSROP22,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8252,  0.0120
         CN num,      chemSROP22,      surface CN,  0.1342,  0.1330,  0.1880,  0.0000, -1.7701,  0.0197,  0.1872,  0.0000, -1.7609,  0.0117
     surface CN,      chemSROP22,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7711,  5.9529,  0.0000,  0.1871, -1.7611,  1.1968
         CN num,      surface CN,       gCN-Ni-Ni,  0.1317,  0.1307,  0.2075,  0.0162, -1.8366,  0.0132,  0.2041,  0.0201, -1.8197,  0.0117
         CN num,       gCN-Ni-Ni,      surface CN,  0.1339,  0.1325,  0.1856,  0.0000, -1.7606, -0.0165,  0.1846,  0.0000, -1.7503, -0.0173
     surface CN,       gCN-Ni-Ni,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7710, -0.4436,  0.0000,  0.1872, -1.7619, -0.5742
         CN num,      surface CN,       gCN-Ni-Pt,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2055,  0.0025, -1.8242,  0.0119
         CN num,       gCN-Ni-Pt,      surface CN,  0.1345,  0.1330,  0.1873,  0.0000, -1.7680, -0.0024,  0.1856,  0.0000, -1.7551, -0.0052
     surface CN,       gCN-Ni-Pt,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7708,  22.8077,  0.0000,  0.1871, -1.7611,  16.7131
         CN num,      surface CN,       gCN-Pt-Ni,  0.1312,  0.1302,  0.2036,  0.0329, -1.8313,  0.0131,  0.1999,  0.0341, -1.8129,  0.0114
         CN num,       gCN-Pt-Ni,      surface CN,  0.1327,  0.1313,  0.1777,  0.0000, -1.7304, -0.0326,  0.1766,  0.0000, -1.7194, -0.0329
     surface CN,       gCN-Pt-Ni,          CN num,  0.1345,  0.1331,  0.0004,  0.1880, -1.7710,  37.0140,  0.0002,  0.1871, -1.7612,  40.7762
         CN num,      surface CN,       gCN-Pt-Pt,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8252,  0.0120
         CN num,       gCN-Pt-Pt,      surface CN,  0.1345,  0.1331,  0.1870,  0.0000, -1.7673, -0.0006,  0.1879,  0.0000, -1.7642,  0.0005
     surface CN,       gCN-Pt-Pt,          CN num,  0.1345,  0.1331,  0.0171,  0.1880, -1.7708,  57.0672,  0.1110,  0.1874, -1.7640,  6.4724
         CN num,      surface CN,        gCN-Ni-X,  0.1320,  0.1309,  0.2087,  0.0020, -1.8404,  0.0135,  0.2046,  0.0052, -1.8218,  0.0118
         CN num,        gCN-Ni-X,      surface CN,  0.1343,  0.1328,  0.1860,  0.0000, -1.7628, -0.0046,  0.1846,  0.0000, -1.7509, -0.0058
     surface CN,        gCN-Ni-X,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7708,  19.5568,  0.0000,  0.1871, -1.7612,  318.3156
         CN num,      surface CN,        gCN-Pt-X,  0.1319,  0.1311,  0.2052,  0.0051, -1.8375,  0.0137,  0.2046,  0.0016, -1.8237,  0.0120
         CN num,        gCN-Pt-X,      surface CN,  0.1342,  0.1329,  0.1771,  0.0000, -1.7300, -0.0058,  0.1789,  0.0000, -1.7304, -0.0044
     surface CN,        gCN-Pt-X,          CN num,  0.1345,  0.1329,  0.5371,  0.1881, -1.7721,  5.5413,  4.0255,  0.1878, -1.7668,  9.1696
         CN num,      surface CN,           CN-Pt,  0.1317,  0.1310,  0.2044,  0.0067, -1.8452,  0.0144,  0.2034,  0.0034, -1.8266,  0.0123
         CN num,           CN-Pt,      surface CN,  0.1342,  0.1330,  0.1771,  0.0000, -1.7332, -0.0050,  0.1791,  0.0000, -1.7335, -0.0036
     surface CN,           CN-Pt,          CN num,  0.1345,  0.1330,  1.1013,  0.1880, -1.7713,  5.2856,  9.5873,  0.1876, -1.7655,  5.8953
         CN num,      surface CN,  exp neg strain,  0.1161,  0.1147,  0.2085,  1.0921, -2.9310,  0.0121,  0.2046,  1.1248, -2.9412,  0.0105
         CN num,  exp neg strain,      surface CN,  0.2632,  0.2580,  0.9373,  0.0688, -0.5895,  57.2548,  0.9250,  0.0668, -0.5725,  67.3501
     surface CN,  exp neg strain,          CN num,  0.1345,  0.1331,  0.9467,  0.1880, -1.7708,  53.0810,  0.9517,  0.1871, -1.7611,  47.9060
         CN num,      surface CN,          strain,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8251,  0.0120
         CN num,          strain,      surface CN,  0.1178,  0.1161,  0.1899,  0.0000, -1.7768,  1.6140,  0.1887,  0.0000, -1.7632,  1.6641
     surface CN,          strain,          CN num,  0.1300,  0.1263,  0.0109,  0.1839, -1.7873,  15.1547,  0.0109,  0.1840, -1.7857,  17.2330
         CN num,      surface CN,  inverse strain,  0.1320,  0.1311,  0.2092,  0.0000, -1.8418,  0.0136,  0.2059,  0.0000, -1.8251,  0.0120
         CN num,           CN-Ni, mean CN of NN Ni,  0.1338,  0.1324,  0.1888,  0.0036, -1.7863,  0.0077,  0.1871,  0.0037, -1.7729,  0.0067
         CN num, mean CN of NN Ni,           CN-Ni,  0.1340,  0.1325,  0.1845,  0.0000, -1.7594, -0.0016,  0.1832,  0.0000, -1.7475, -0.0018
          CN-Ni, mean CN of NN Ni,          CN num,  0.1345,  0.1331,  1.0202,  0.1880, -1.7708,  6.9672,  0.9062,  0.1871, -1.7611,  320.2974
         CN num,           CN-Ni, rms CN of NN Ni,  0.1339,  0.1325,  0.1889,  0.0035, -1.7862,  0.0076,  0.1872,  0.0036, -1.7728,  0.0066
         CN num, rms CN of NN Ni,           CN-Ni,  0.1341,  0.1326,  0.1846,  0.0000, -1.7599, -0.0016,  0.1833,  0.0000, -1.7480, -0.0017
          CN-Ni, rms CN of NN Ni,          CN num,  0.1345,  0.1331,  1.0316,  0.1880, -1.7708,  6.6495,  0.9138,  0.1871, -1.7611,  320.1657
         CN num,           CN-Ni, sub surface Ni num,  0.1242,  0.1241,  0.1825,  0.0941, -1.7288,  0.0259,  0.1810,  0.0889, -1.7163,  0.0236
         CN num, sub surface Ni num,           CN-Ni,  0.1287,  0.1277,  0.1770,  0.0000, -1.7116, -0.0344,  0.1762,  0.0000, -1.7016, -0.0333
          CN-Ni, sub surface Ni num,          CN num,  0.1330,  0.1321,  0.0019,  0.1850, -1.7558, -0.8540,  0.0028,  0.1847, -1.7499, -0.6112
         CN num,           CN-Ni,             BOO,  0.1345,  0.1331,  0.1888,  0.0000, -1.7737,  0.0017,  0.1873,  0.0000, -1.7617,  0.0003
         CN num,             BOO,           CN-Ni,  0.1336,  0.1316,  0.2146,  0.0000, -1.7802,  0.1343,  0.2212,  0.0000, -1.7744,  0.1681
          CN-Ni,             BOO,          CN num,  0.1343,  0.1327,  3.2267,  0.1879, -1.7724,  9.0197,  1.1119,  0.1870, -1.7643,  6.5986
         CN num,           CN-Ni,  Pt bond length,  0.1345,  0.1331,  0.1888,  0.0000, -1.7738,  0.0017,  0.1873,  0.0000, -1.7617,  0.0003
         CN num,  Pt bond length,           CN-Ni,  0.1178,  0.1161,  0.9538,  0.0000, -1.7768,  0.5869,  0.9966,  0.0000, -1.7632,  0.6051
          CN-Ni,  Pt bond length,          CN num,  0.1341,  0.1326,  9.9999,  0.1870, -1.7704,  2.7208,  9.9999,  0.1859, -1.7608,  2.6225
         CN num,           CN-Ni,    surface curv,  0.1345,  0.1331,  0.1888,  0.0000, -1.7737,  0.0017,  0.1873,  0.0000, -1.7617,  0.0003
         CN num,    surface curv,           CN-Ni,  0.1323,  0.1317,  0.1883,  0.0000, -1.7544,  0.8814,  0.1873,  0.0000, -1.7468,  0.7258
          CN-Ni,    surface curv,          CN num,  0.1345,  0.1329,  0.0006,  0.1879, -1.7707,  11.3470,  0.0037,  0.1865, -1.7600,  15.8558
         CN num,           CN-Ni,      chemSROP11,  0.1342,  0.1330,  0.1889,  0.0619, -1.7742,  0.0019,  0.1873,  0.0468, -1.7614,  0.0004
         CN num,      chemSROP11,           CN-Ni,  0.1343,  0.1330,  0.1880,  0.0000, -1.7711, -0.0435,  0.1871,  0.0000, -1.7610, -0.0331
          CN-Ni,      chemSROP11,          CN num,  0.1345,  0.1328,  0.0006,  0.1879, -1.7714, -4.9452,  0.0013,  0.1868, -1.7614, -5.7336
         CN num,           CN-Ni,      chemSROP12,  0.1345,  0.1331,  0.1888,  0.0000, -1.7737,  0.0017,  0.1872,  0.0000, -1.7617,  0.0003
         CN num,      chemSROP12,           CN-Ni,  0.1344,  0.1331,  0.1880,  0.0000, -1.7702,  0.0301,  0.1871,  0.0000, -1.7610,  0.0138
          CN-Ni,      chemSROP12,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7708,  0.5614,  0.0000,  0.1871, -1.7611, -0.1429
         CN num,           CN-Ni,      chemSROP22,  0.1345,  0.1331,  0.1888,  0.0000, -1.7737,  0.0017,  0.1872,  0.0000, -1.7617,  0.0003
         CN num,      chemSROP22,           CN-Ni,  0.1342,  0.1330,  0.1880,  0.0000, -1.7701,  0.0197,  0.1872,  0.0000, -1.7609,  0.0117
          CN-Ni,      chemSROP22,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7710,  6.7376,  0.0000,  0.1871, -1.7612,  0.4554
         CN num,           CN-Ni,       gCN-Ni-Ni,  0.1318,  0.1311,  0.1926,  0.1024, -1.7950,  0.0243,  0.1905,  0.0901, -1.7795,  0.0200
         CN num,       gCN-Ni-Ni,           CN-Ni,  0.1339,  0.1325,  0.1856,  0.0000, -1.7606, -0.0165,  0.1846,  0.0000, -1.7503, -0.0173
          CN-Ni,       gCN-Ni-Ni,          CN num,  0.1345,  0.1331,  0.0000,  0.1880, -1.7708,  181.3981,  0.0000,  0.1871, -1.7611,  406.6261
         CN num,           CN-Ni,       gCN-Ni-Pt,  0.1343,  0.1327,  0.1896,  0.0312, -1.7841,  0.0117,  0.1886,  0.0449, -1.7769,  0.0150
         CN num,       gCN-Ni-Pt,           CN-Ni,  0.1345,  0.1330,  0.1873,  0.0000, -1.7680, -0.0024,  0.1856,  0.0000, -1.7551, -0.0052
          CN-Ni,       gCN-Ni-Pt,          CN num,  0.1344,  0.1329,  9.9996,  0.1881, -1.7722,  21.8175,  9.9990,  0.1873, -1.7630,  20.7554
         CN num,           CN-Ni,       gCN-Pt-Ni,  0.1330,  0.1317,  0.1843,  0.0492, -1.7719,  0.0061,  0.1828,  0.0472, -1.7583,  0.0047
         CN num,       gCN-Pt-Ni,           CN-Ni,  0.1327,  0.1313,  0.1777,  0.0000, -1.7304, -0.0326,  0.1766,  0.0000, -1.7194, -0.0329
          CN-Ni,       gCN-Pt-Ni,          CN num,  0.1345,  0.1327,  0.3037,  0.1882, -1.7730,  17.5863,  0.2987,  0.1883, -1.7709,  13.3309
         CN num,           CN-Ni,       gCN-Pt-Pt,  0.1345,  0.1331,  0.1888,  0.0000, -1.7737,  0.0017,  0.1873,  0.0000, -1.7617,  0.0003
         CN num,       gCN-Pt-Pt,           CN-Ni,  0.1345,  0.1331,  0.1870,  0.0000, -1.7673, -0.0006,  0.1879,  0.0000, -1.7642,  0.0005
          CN-Ni,       gCN-Pt-Pt,          CN num,  0.1345,  0.1330,  0.7525,  0.1880, -1.7708,  220.8612,  0.1346,  0.1876, -1.7652,  6.1803
         CN num,           CN-Ni,        gCN-Ni-X,  0.1291,  0.1279,  0.1998,  0.1475, -1.8574,  0.0890,  0.1982,  0.1466, -1.8450,  0.0874
         CN num,        gCN-Ni-X,           CN-Ni,  0.1343,  0.1328,  0.1860,  0.0000, -1.7628, -0.0046,  0.1846,  0.0000, -1.7509, -0.0058
          CN-Ni,        gCN-Ni-X,          CN num,  0.1345,  0.1331,  0.5524,  0.1880, -1.7708,  335.4251,  0.6975,  0.1871, -1.7611,  337.0265
         CN num,           CN-Ni,        gCN-Pt-X,  0.1340,  0.1328,  0.1563,  0.0328, -1.7223, -0.0181,  0.1614,  0.0262, -1.7209, -0.0153
         CN num,        gCN-Pt-X,           CN-Ni,  0.1339,  0.1325,  0.1531,  0.0168, -1.6464, -0.0188,  0.1479,  0.0219, -1.6228, -0.0214
          CN-Ni,        gCN-Pt-X,          CN num,  0.1345,  0.1329,  0.2996,  0.1880, -1.7715,  5.9694,  2.3746,  0.1878, -1.7670,  8.1392
         CN num,           CN-Ni,           CN-Pt,  0.1336,  0.1327,  0.1226,  0.0600, -1.7204, -0.0500,  0.1376,  0.0449, -1.7207, -0.0357
         CN num,           CN-Pt,           CN-Ni,  0.1335,  0.1319,  0.1197,  0.0388, -1.5420, -0.0356,  0.1115,  0.0460, -1.5076, -0.0409
          CN-Ni,           CN-Pt,          CN num,  0.1345,  0.1330,  0.8419,  0.1880, -1.7711,  5.1671,  9.2469,  0.1877, -1.7662,  5.8589
         CN num,           CN-Ni,  exp neg strain,  0.1178,  0.1161,  0.1923,  1.1348, -2.9204,  0.0057,  0.1904,  1.1641, -2.9327,  0.0048
         CN num,  exp neg strain,           CN-Ni,  0.1175,  0.1156,  0.0863,  0.0000, -1.7813, -0.7902,  0.0824,  0.0000, -1.7678, -0.8303
          CN-Ni,  exp neg strain,          CN num,  0.1345,  0.1331,  0.7963,  0.1880, -1.7708,  194.3518,  0.7877,  0.1871, -1.7611,  201.8593
         CN num,           CN-Ni,          strain,  0.1345,  0.1331,  0.1888,  0.0000, -1.7737,  0.0017,  0.1873,  0.0000, -1.7617,  0.0003
